probability,pred
0.7214131355285645,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999990463256836,0.0
1.0,0.0
0.999338686466217,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9996604919433594,0.0
1.0,0.0
0.9458879232406616,0.0
1.0,0.0
0.9999994039535522,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.7320294380187988,0.0
1.0,0.0
0.9999992847442627,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.6025864481925964,1.0
0.8628634810447693,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9956412315368652,0.0
0.9999706745147705,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
0.9782909154891968,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999949932098389,0.0
1.0,0.0
0.9996476173400879,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999948740005493,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.999936580657959,1.0
0.9999994039535522,0.0
1.0,0.0
0.9792830348014832,0.0
0.9711796641349792,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999991655349731,0.0
0.9909597635269165,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999997615814209,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
0.9999463558197021,0.0
0.9357719421386719,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.7586575746536255,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999985694885254,0.0
0.9449829459190369,0.0
1.0,0.0
0.9999997615814209,0.0
0.946542501449585,1.0
0.9999992847442627,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999988079071045,0.0
0.9625798463821411,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9964085221290588,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
0.999976396560669,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999992847442627,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999997615814209,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999802112579346,0.0
0.9999394416809082,0.0
1.0,0.0
0.9439598917961121,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8739650845527649,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999573230743408,0.0
0.9999996423721313,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9928024411201477,0.0
1.0,0.0
0.9999483823776245,0.0
0.9999831914901733,0.0
0.9999986886978149,0.0
1.0,0.0
1.0,0.0
0.9999991655349731,0.0
1.0,0.0
1.0,0.0
0.9999872446060181,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999955892562866,0.0
0.9164348244667053,0.0
1.0,0.0
1.0,0.0
0.9999972581863403,0.0
0.9999922513961792,0.0
0.7105309367179871,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999939203262329,0.0
1.0,0.0
1.0,0.0
0.9999988079071045,0.0
0.9999990463256836,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9996514320373535,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999958276748657,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999393224716187,0.0
1.0,0.0
0.8347011208534241,1.0
0.9992372989654541,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9788596630096436,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9983839988708496,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9069883227348328,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9722940325737,0.0
1.0,0.0
0.9998226761817932,1.0
0.9981197714805603,0.0
1.0,0.0
0.9977207779884338,0.0
0.9999971389770508,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999997615814209,0.0
0.9999474287033081,0.0
0.9994094371795654,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999855756759644,0.0
0.997092604637146,1.0
0.8435993194580078,0.0
1.0,0.0
0.9999383687973022,0.0
0.999995231628418,0.0
0.9990839958190918,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999996423721313,0.0
0.9999668598175049,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.999936580657959,0.0
1.0,0.0
1.0,0.0
0.9999973773956299,0.0
1.0,0.0
0.9592688083648682,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9984433054924011,0.0
0.5661963820457458,0.0
1.0,1.0
0.9999934434890747,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9223719835281372,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.999996542930603,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999514818191528,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
0.9921184778213501,1.0
0.9999996423721313,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999650716781616,1.0
0.6073824167251587,1.0
0.9568158984184265,0.0
0.9928293824195862,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999849796295166,0.0
0.9998304843902588,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999920129776001,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9304125308990479,0.0
0.9841099977493286,1.0
0.7023622989654541,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999606609344482,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9998983144760132,0.0
1.0,0.0
1.0,0.0
0.9999852180480957,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999587535858154,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9987972974777222,0.0
0.9572327733039856,1.0
1.0,0.0
1.0,0.0
0.9999983310699463,0.0
0.7953759431838989,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9810382723808289,0.0
1.0,0.0
0.9999759197235107,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9974107146263123,0.0
0.9922844767570496,0.0
0.9997803568840027,0.0
0.8496440649032593,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999984502792358,0.0
0.9999997615814209,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999995231628418,0.0
1.0,0.0
0.9999998807907104,0.0
0.9999996423721313,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999979734420776,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.682301938533783,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9997318387031555,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999991655349731,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
0.9999997615814209,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999526739120483,0.0
1.0,0.0
0.9990866184234619,0.0
0.9999330043792725,1.0
1.0,0.0
0.9998849630355835,0.0
1.0,0.0
1.0,0.0
0.6800548434257507,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999945163726807,0.0
1.0,1.0
0.7450552582740784,1.0
0.9999948740005493,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999977350234985,0.0
1.0,0.0
1.0,0.0
0.9985538125038147,1.0
1.0,0.0
1.0,0.0
0.9999984502792358,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999997615814209,1.0
0.9994218349456787,0.0
0.9998013377189636,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999995231628418,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,1.0
0.9999330043792725,1.0
1.0,0.0
0.9999380111694336,0.0
0.9999991655349731,1.0
0.9906619191169739,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9626935124397278,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999995231628418,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.999998927116394,0.0
1.0,0.0
0.9999997615814209,0.0
1.0,0.0
0.5098499059677124,1.0
1.0,0.0
0.9924193024635315,0.0
1.0,0.0
1.0,0.0
0.9069782495498657,0.0
1.0,0.0
1.0,0.0
0.9993877410888672,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9876073002815247,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999542236328125,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999628067016602,0.0
0.9999995231628418,0.0
1.0,0.0
1.0,0.0
0.9999575614929199,0.0
1.0,0.0
0.9999977350234985,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
0.9435694813728333,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9972718358039856,0.0
1.0,0.0
1.0,0.0
0.8875982165336609,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999018907546997,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999773502349854,0.0
1.0,0.0
1.0,0.0
0.9999374151229858,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5646308660507202,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.999906063079834,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9972877502441406,0.0
0.9999997615814209,0.0
1.0,0.0
1.0,0.0
0.969620406627655,1.0
1.0,0.0
0.9913346171379089,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999895095825195,1.0
1.0,0.0
1.0,0.0
0.9999892711639404,0.0
1.0,0.0
0.9999822378158569,0.0
1.0,0.0
0.9999803304672241,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999855756759644,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999997615814209,0.0
1.0,0.0
0.9074655771255493,1.0
0.995564341545105,0.0
1.0,0.0
0.9999994039535522,0.0
1.0,0.0
1.0,0.0
0.9999949932098389,0.0
1.0,0.0
1.0,0.0
0.9999995231628418,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9976660013198853,0.0
1.0,0.0
0.9978724718093872,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
0.9999936819076538,1.0
0.997780978679657,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999594688415527,1.0
1.0,0.0
0.9728332757949829,0.0
1.0,0.0
0.9998899698257446,0.0
1.0,0.0
1.0,0.0
0.9999985694885254,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999964237213135,0.0
1.0,0.0
1.0,0.0
0.9999995231628418,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999997615814209,1.0
0.9957591891288757,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9990098476409912,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999450445175171,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9998863935470581,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999986886978149,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.999923586845398,0.0
0.9903485774993896,1.0
0.9980226755142212,0.0
0.9999990463256836,0.0
1.0,0.0
1.0,0.0
0.6037493348121643,1.0
1.0,0.0
1.0,0.0
0.9997203946113586,0.0
1.0,0.0
0.9999995231628418,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,1.0
1.0,0.0
0.9999953508377075,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9991052746772766,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9903501868247986,0.0
1.0,0.0
0.530223548412323,1.0
1.0,0.0
0.9907061457633972,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9996052384376526,0.0
0.999996542930603,0.0
1.0,0.0
1.0,0.0
0.9998242259025574,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9998847246170044,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9986740350723267,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9934705495834351,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999175071716309,0.0
0.5175946950912476,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,1.0
1.0,0.0
1.0,0.0
0.9188222289085388,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.6780359745025635,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
0.9988611936569214,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8171263933181763,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999992847442627,1.0
0.9804462790489197,0.0
1.0,0.0
0.9999998807907104,1.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.989685595035553,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999849796295166,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9632919430732727,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999865293502808,0.0
1.0,0.0
1.0,0.0
0.9999417066574097,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999996423721313,0.0
1.0,0.0
0.8497692942619324,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999988079071045,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999980926513672,0.0
0.9999998807907104,0.0
0.9999953508377075,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.99969482421875,0.0
0.9999986886978149,0.0
1.0,0.0
0.9999995231628418,0.0
1.0,0.0
0.9997913241386414,0.0
1.0,0.0
0.9712216854095459,0.0
0.5375938415527344,1.0
1.0,0.0
0.9998846054077148,0.0
1.0,0.0
0.999721348285675,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,0.0
1.0,0.0
0.8799418807029724,1.0
1.0,0.0
0.9999984502792358,0.0
1.0,0.0
1.0,0.0
0.9999289512634277,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9986453652381897,1.0
0.9998231530189514,0.0
1.0,0.0
0.9999990463256836,0.0
1.0,0.0
1.0,0.0
0.9939938187599182,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9998981952667236,0.0
0.9999998807907104,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
0.9467123746871948,0.0
0.9999985694885254,0.0
0.9999977350234985,0.0
1.0,0.0
0.9992082715034485,1.0
0.8796811103820801,0.0
1.0,0.0
0.9999700784683228,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999998807907104,1.0
1.0,0.0
1.0,0.0
0.9153399467468262,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999994039535522,0.0
0.9999983310699463,0.0
0.6242663860321045,1.0
1.0,0.0
0.9997969269752502,0.0
1.0,0.0
1.0,0.0
0.6261940598487854,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9707184433937073,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9993013143539429,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999935626983643,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9993271827697754,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9425691366195679,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9998787641525269,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
0.9870871305465698,0.0
0.9599043726921082,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8347748517990112,0.0
1.0,0.0
1.0,0.0
0.9999644756317139,1.0
1.0,0.0
0.9999997615814209,0.0
1.0,0.0
0.9999985694885254,0.0
1.0,0.0
1.0,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9997146725654602,1.0
0.9864305257797241,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999924898147583,1.0
1.0,0.0
1.0,0.0
0.9989546537399292,0.0
1.0,0.0
0.905002772808075,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999208450317383,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999853372573853,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,1.0
1.0,0.0
0.9903494119644165,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999855756759644,0.0
0.9999995231628418,0.0
1.0,0.0
0.9989023208618164,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.8461315035820007,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999372959136963,0.0
1.0,0.0
1.0,0.0
0.9999427795410156,1.0
1.0,0.0
1.0,1.0
0.9999775886535645,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5472317934036255,1.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.999998927116394,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.5084763765335083,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9999892711639404,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9998811483383179,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
